Back to Index,Senior/Junior,Post Unique Reference,Name,Grade (or equivalent),Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),Professional/Occupational Group,Notes,Valid?
Mar-12,Senior,FIN099998,N/D,SCS1,Head of Finance,Responsible for the financial management and performance of  the Department and its NDPBs,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 6353,N/D,FIN099997,N/D,1,N/A,N/A,Finance,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Mar-12,Senior,GAC100000,N/D,SCS1,Head of Government Art Collection,Curator ,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7580-9120,N/D,CUL100000,N/D,1,N/A,N/A,Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Mar-12,Senior,GOE100001,Jeremy Beeton,SCS3,"Director General, Government Olympic Executive",Senior Responsible Owner for delivery of the Olympic Programme,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Executive Board,020-7211 6445,jeremy.beeton@culture.gsi.gov.uk,PSO100036,"5,448,964",1,"225,000","229,999",Operational Delivery,The budgetary responsibilty of the Government Olympic Executive is under one SCS3,1
Mar-12,Senior,GOE100003,Nicola Roche,SCS2,Director of Operations,Responsible for Government Olympic Operations,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100001,N/D,1,"90,000","94,999",Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Mar-12,Senior,GOE100004,David Brooker,SCS2,"Director, Legacy",Responsible for ensuring that the government's Olympic legacy commitments are delivered,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Executive Board,020-7211 6445,N/D,GOE100001,N/D,1,"95,000","99,999",Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Mar-12,Senior,GOE100005,N/D,SCS1,Head of Operations,"Responsible for Government Olympic Executive resourcing, diversity, and accessibility. ","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100001,N/D,1,N/A,N/A,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Mar-12,Senior,GOE100008,N/D,SCS1,Head of Projects,Head of team assuring Olympic venues and infrastructure delivery,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100119,N/D,1,N/A,N/A,Programme and Project Management (PPM),"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Mar-12,Senior,GOE100009,N/D,SCS1,Head of UK Olympic Legacy,Responsible for bringing together cross-Government programmes to maximise national dividend from the public investment in the Games and support the Olympic legacy Governance structures,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100004,N/D,1,N/A,N/A,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Mar-12,Senior,GOE100010,N/D,SCS1,Head of Safety and Security,"Government Olympic Executive lead on safety and security, including assurance and integration with other operations; and SCS lead on Olympic Park Legacy.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100003,N/D,1,N/A,N/A,Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Mar-12,Senior,GOE100011,N/D,SCS1,Head of Government Services ,Responsible for oversight of all the services Government needs to deliver in 2012 for the Olympic Games,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100003,N/D,1,N/A,N/A,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Mar-12,Senior,GOE100013,N/D,SCS1,GOE Head of Finance and LOCOG,Leading on the management of the £9.3bn public sector funding package for the Games and assurance of LOCOG finances ,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100119,N/D,1,N/A,N/A,Finance,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Mar-12,Senior,GOE100014,N/D,SCS1,Head of Risk Management,Responsible for assuring aspects of the London 2012 Olympic and Paralympic Games Programme,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100001,N/D,1,N/A,N/A,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Mar-12,Senior,GOE100079,N/D,SCS1,Performance Manager,Programme Manager with responsibility for ensuring the Department's London 2012 team work in line with other delivery partners to the overall project plan,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100001,N/D,1,N/A,N/A,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Mar-12,Senior,GOE100111,N/D,SCS1,Head of Secondment Programmes,Responsible for securing cross-public sector secondees for LOCOG.,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100003,N/D,1,0,0,Operational Delivery,"Paid by the Home Office. Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Mar-12,Senior,GOE100114,N/D,SCS1,Head of London and UK Wide Operations ,"Responsible for assuring integrated planning and preparations outside venues for the Torch Relays and Games by GLA, London boroughs, local authorities across the UK and their delivery partners.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100003,N/D,1,0,0,Operational Delivery,"Paid by the Home Office. Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Mar-12,Senior,GOE100119,David Goldstone,SCS2,Government Olympic Executive Finance Director,"Leading on assurance and delivery of the Games’ venues and infrastructure, and that the whole programme remains on budget and provides value for money","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100001,N/D,1,"185,000","189,999",Finance,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Mar-12,Senior,GOE100130,N/D,SCS1,Head of Games Readiness,"Responsible for delivery of Games Readiness exercises, assuring that appropriate structures are in place","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100150,N/D,1,N/A,N/A,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Mar-12,Senior,GOE100131,N/D,SCS1,Head of Supply Chain Management,Coordinating critical supply chain activity for the 2012 Olympic and Paralympic Games,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6937,N/D,GOE100119,N/D,0.5,N/A,N/A,Procurement,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Mar-12,Senior,GOE100133,N/D,SCS1,"Deputy Director, Government Operations (LOCOG and Cross-cutting Workforce)",Responsible for LOCOG workforce planning and resourcing for the 2012 Olympic Games,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100119,N/D,0.5,N/A,N/A,Operational Delivery,"Part pay-cost shared with HO and ODA. Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Mar-12,Senior,GOE100150,Clive Bairsto,SCS2,"Director, Integration and Readiness",Responsible for assuring and integrating the 5 command and control domains operating during Games time,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6927,N/D,GOE100001,N/D,1,0,0,Operational Delivery,"Paid by the MoD, and therefore the salary cost is represented in the MoD's transparency exercise. Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Mar-12,Senior,GOE100155,N/D,SCS1,Head of Programme Office,Responsible for the broad range of stakeholders to help deliver the Government’s objectives for the Olympic Games,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100004,N/D,1,N/A,N/A,Programme and Project Management (PPM),"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Mar-12,Senior,GOE100156,N/D,SCS1,Head of Olympic and Strategic Communications,Head of 2012 Government Olympic and strategic communications,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100157,N/D,1,N/A,N/A,Communications,"On parental leave. Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Mar-12,Senior,GOE100157,Godric Smith,SCS2,"Director, Government Olympics Communication","Leading on 2012 Government Olympic communications, including public engagement and community relations work","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,Directors.mailbox@culture.gsi.gov.uk,GOE100001,N/D,1,0,0,Communications,"Paid by the ODA, and therefore the salary cost is represented in the ODA's transparency exercise. Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Mar-12,Senior,HRM100024,N/D,SCS1,Head of Human Resources,"HR lead with responsibility for Our People Strategy, organisational development, HR policies and operations
","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 2074,N/D,CUL100000,N/D,1,N/A,N/A,Human Resources,"Restructure from last data, Information Services now report to HRM. Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Mar-12,Senior,IET000047,N/D,SCS1,"Head of Spectrum, Broadband and International ICT","Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area or elements of the Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 6349,N/D,MDA100000,N/D,1,N/A,N/A,Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Mar-12,Senior,IET100024,N/D,SCS1,Chief Executive of Broadband Delivery,Responsible for the regulatory framework to encourage business to invest in providing superfast broadband,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 6363,N/D,MDA100000,N/D,1,N/A,N/A,Operational Delivery,"The Department allocates its resources on a flexible resourcing model. Outside of key projects such as the Olympic and Paralympic Games and Broadband Delivery, the Department operates flexibly and therefore the total salary costs have been rolled upwards to the Permanent Secretary.",1
Mar-12,Senior,MDA100000,N/D,SCS2,Director,"Department's lead on Policy and Resource Allocation and Communications. Chair of the Policy Committee. SRO for Broadband, Spectrum and Digital Switchover policy (including the department's relationship with the BBC). Lead on Growth. ","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Executive Board,020-7211 6463,Directors.mailbox@culture.gsi.gov.uk,PSO100036,N/D,1,"90,000","94,999",Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Mar-12,Senior,MDA100002,N/D,SCS1,Head of Media,"Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area and for relevant elements of the Departmental Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 2396,N/D,MDA100000,N/D,1,N/A,N/A,Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Mar-12,Senior,PDT100000,N/D,SCS1,Head of Policy Delivery & Resources,Responsible for the operation of the Department's flexible resourcing structure and the management of resource against the Department's priorities.,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 6508,N/D,MDA100000,N/D,1,N/A,N/A,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Mar-12,Senior,PSO100036,Jonathan Stephens,SCS4,Permanent Secretary,"Accounting Officer for DCMS policy and expenditure, and the London 2012 Olympic and Paralympic Games.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Permanent Secretary,0207 211 6256,jonathan.stephens@culture.gsi.gov.uk ,XX,"12,546,850",1,"155,000","159,999",Policy,,1
Mar-12,Senior,SCC100000,Rita French,SCS2,Director,"Department's lead on Strategic Change, Corporate Strategy and Arms Length Body Reform. SRO for future communications regulation and Local TV (including the Department's relationship with OFCOM). Lead on the Big Society agenda. ","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Executive Board,0207 211 6954,Directors.mailbox@culture.gsi.gov.uk,PSO100036,N/D,1,"90,000","94,999",Policy,"Maternity cover. Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Mar-12,Senior,SCC100001,N/D,SCS1,Head of Major Projects,"Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area and for relevant elements of the Departmental Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 2331,N/D,SCC100000,N/D,0.8,N/A,N/A,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Mar-12,Senior,SCC100002,N/D,SCS1,Head of Major Projects,"Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area and for relevant elements of the Departmental Business Plan. At present this role primiarily focuses on reform of the Department's relationships with arms length bodies.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 6130,N/D,MDA100002,N/D,0.92,N/A,N/A,Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Mar-12,Senior,CCM200001,N/D,SCS1,Head of Communications,"Responsible for coordinating 2012 communications, icluding public engagement and community relations work","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100157,N/D,1,N/A,N/A,Communications,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Mar-12,Senior,SCC100003,N/D,SCS1,Head of Research,Seconded to the Leveson inquiry to direct research.,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 6130,N/D,SCC100000,N/D,1,N/A,N/A,Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-11,Senior,SOS100002,N/D,SCS1,Head of Ministerial Support,Responsible for the overall management and successful running of the Ministers' private offices and Public Engagement Unit,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,0207 211 6243,N/D,PSO100036,N/D,1,N/D,N/D,Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-11,Senior,CCM200001,N/D,SCS1,Head of News and Communications,"Responsible for providing media handling and communications advice to ministers and the department.

","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 6273,N/D,MDA100000,N/D,1,N/D,N/D,Communications,"The Department allocates its resources on a flexible resourcing model. Outside of key projects such as the Olympic and Paralympic Games and Broadband Delivery, the Department operates flexibly and therefore the total salary costs have been rolled upwards to the Permanent Secretary.",1
Sep-11,Senior,CPC100000,N/D,SCS1,Head of Change Programme,Responsible for the ongoing overall alignment of the Change Programme to the Department’s strategic direction,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 6178,N/D,SCC100000,N/D,1,N/D,N/D,Programme and Project Management (PPM),"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-11,Senior,CUL100000,Clare Pillman,SCS2,Director,Department's lead on People and business planning and Chair of the  Corporate Committee. SRO for Philanthropy programme and Director level lead on Culture (including the Department's relationship with the Arts Council). Lead on Localism and devolution.,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Executive Board,020-7211 2368,Directors.mailbox@culture.gsi.gov.uk,PSO100036,N/D,1,"90,000","94,999",Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-11,Senior,CUL100001,N/D,SCS1,Head of Heritage,"Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area and for relevant elements of the Departmental Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 6392,N/D,CUL100000,N/D,1,N/D,N/D,Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-11,Senior,CUL100002,N/D,SCS1,Head of Arts and Creative Industries,"Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area and for relevant elements of the Departmental Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 6132,N/D,CUL100000,N/D,1,N/D,N/D,Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-11,Senior,DSL100001,N/D,SCS1,Head of Tourism,"Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area and for relevant elements of the Departmental Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 6445,N/D,FIN099997,N/D,0.75,N/D,N/D,Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-11,Senior,DSL100002,N/D,SCS1,Head of Sport,"Responsible for a key policy area, taking the lead directly with Ministers on strategy and development in that area and for relevant elements of the Departmental Business Plan.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 6007,N/D,GOE100004,N/D,1,N/D,N/D,Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-11,Senior,FIN099997,Simon Judge,SCS2,Director,"Director, Finance, and Chair of the Investment Committee. Director level lead on Tourism and Heritage (including the Department's relationship with English Heritage and Visit Britain) and Evidence and Analysis. SRO for 2012 Tourism Strategy. Lead on Transparency. Member of the Departmental Board.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Executive Board,020-7211 6353,Directors.mailbox@culture.gsi.gov.uk,PSO100036,N/D,1,"95,000","99,999",Finance,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-11,Senior,FIN099998,N/D,SCS1,Head of Finance,Responsible for the financial management and performance of  the Department and its NDPBs,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7211 6353,N/D,FIN099997,N/D,1,N/D,N/D,Finance,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-11,Senior,GAC100000,N/D,SCS1,Head of Government Art Collection,Curator ,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Senior Leadership Team,020-7580-9120,N/D,CUL100000,N/D,1,N/D,N/D,Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Permanent Secretary.",1
Sep-11,Senior,GOE100001,Jeremy Beeton,SCS3,"Director General, Government Olympic Executive",Senior Responsible Owner for delivery of the Olympic Programme,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Executive Board,020-7211 6445,jeremy.beeton@culture.gsi.gov.uk,PSO100036,N/D,1,"225,000","229,999",Operational Delivery,The budgetary responsibilty of the Government Olympic Executive is under one SCS3,1
Sep-11,Senior,GOE100003,Nicola Roche,SCS2,Director of Operations,Responsible for Government Olympic Operations,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100001,N/D,1,"90,000","94,999",Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-11,Senior,GOE100004,David Brooker,SCS2,"Director, Legacy",Responsible for ensuring that the government's Olympic legacy commitments are delivered,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Executive Board,020-7211 6445,N/D,GOE100001,N/D,1,"95,000","99,999",Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-11,Senior,GOE100005,N/D,SCS1,Head of Operations,"Responsible for Government Olympic Executive resourcing, diversity, and accessibility. ","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100001,N/D,1,N/D,N/D,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-11,Senior,GOE100008,N/D,SCS1,Head of Projects,Head of team assuring Olympic venues and infrastructure delivery,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100119,N/D,1,N/D,N/D,Programme and Project Management (PPM),"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-11,Senior,GOE100009,N/D,SCS1,Head of UK Olympic Legacy,Responsible for bringing together cross-Government programmes to maximise national dividend from the public investment in the Games and support the Olympic legacy Governance structures,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100004,N/D,1,N/D,N/D,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-11,Senior,GOE100010,N/D,SCS1,Head of Safety and Security,"Government Olympic Executive lead on safety and security, including assurance and integration with other operations; and SCS lead on Olympic Park Legacy.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100003,N/D,1,N/D,N/D,Policy,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-11,Senior,GOE100011,N/D,SCS1,Head of Government Services ,Responsible for oversight of all the services Government needs to deliver in 2012 for the Olympic Games,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100003,N/D,1,N/D,N/D,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-11,Senior,GOE100013,N/D,SCS1,GOE Head of Finance and LOCOG,Leading on the management of the £9.3bn public sector funding package for the Games and assurance of LOCOG finances ,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100119,N/D,1,N/D,N/D,Finance,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-11,Senior,GOE100014,N/D,SCS1,Head of Risk Management,Responsible for assuring aspects of the London 2012 Olympic and Paralympic Games Programme,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100001,N/D,1,N/D,N/D,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-11,Senior,GOE100079,N/D,SCS1,Performance Manager,Programme Manager with responsibility for ensuring the Department's London 2012 team work in line with other delivery partners to the overall project plan,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100001,N/D,1,N/D,N/D,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-11,Senior,GOE100111,N/D,SCS1,Head of Secondment Programmes,Responsible for securing cross-public sector secondees for LOCOG.,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100003,N/D,1,0,0,Operational Delivery,"Paid by the Home Office. Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-11,Senior,GOE100114,N/D,SCS1,Head of London and UK Wide Operations ,"Responsible for assuring integrated planning and preparations outside venues for the Torch Relays and Games by GLA, London boroughs, local authorities across the UK and their delivery partners.","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100003,N/D,1,0,0,Operational Delivery,"Paid by the Home Office. Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-11,Senior,GOE100119,David Goldstone,SCS2,Government Olympic Executive Finance Director,"Leading on assurance and delivery of the Games’ venues and infrastructure, and that the whole programme remains on budget and provides value for money","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100001,N/D,1,"185,000","189,999",Finance,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-11,Senior,GOE100130,N/D,SCS1,Head of Games Readiness,"Responsible for delivery of Games Readiness exercises, assuring that appropriate structures are in place","Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6445,N/D,GOE100150,N/D,1,N/D,N/D,Operational Delivery,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
Sep-11,Senior,GOE100131,N/D,SCS1,Head of Supply Chain Management,Coordinating critical supply chain activity for the 2012 Olympic and Paralympic Games,"Department for Culture, Media and Sport","Department for Culture, Media and Sport",Government Olympic Executive,020-7211 6937,N/D,GOE100119,N/D,0.5,N/D,N/D,Procurement,"Has fewer than 5 direct reports, as a result of our flexible resourcing model which does not separate out budgets. Staff costs are included in the total salary costs field for the Director General.",1
